Idme,gender,age,UCLA3itemscale,Q9_Loneliness_Meaning_Qual,cleaned_text
7002,1,22,8.0,No one to talk to. No group of close friends. No one to confide in. No one to empathise with me.,friend empathise
26218,2,29,3.0,no one to talk to. no interaction. feeling trapped.,
38353,1,28,9.0,having no one to talk to. having no one around you. feeling helpless. feeling worthless. ,helpless worthless
22387,3,16,3.0,No one to talk to. No one to eat with. No one to look after you. ,eat
22697,1,19,6.0,Having no one to talk to. Having no one to have fun with. Having no one for anything.,
33476,1,17,4.0,No one to talk to. No one to listen to.,
19365,2,25,6.0,Having no one to talk to.  No one to listen.  No one who understands me.  No one who really cares about me on a personal level.,care
12655,1,29,7.0,having no-one to talk to. having no-one who loves you. having no-one who cares about you.,love care
43805,1,27,7.0,Having no-one to talk to. Having no-one who loves me. Having no-one to cuddle.,love muddle
6443,2,22,4.0,"No-one to talk to, no-one to phone, no-one to go out with.",
48742,2,16,,"Having no one to talk to and no one to play with, not having people on the same page as you",play page
3271,1,22,4.0,No one to talk to. No one to share feelings.,feeling
40726,1,27,7.0,"No-one to talk to. No one to share good experiences, achievements, a good film, a holiday with. No one to support you in times of feeling down or having bad experiences. No one to give you a comforting hug.",experience achievement film time experience comforting hug
12433,2,29,8.0,No one to talk to. No one to share news with.No one to discuss with. No one to turn to for physical help. no one who can offer support or comfort. ,news discus offer
38128,2,16,8.0,"having no one to talk to, no one to share with, no one being there",
32541,2,21,6.0,Having no-one to talk to. Having no-one to share things with. Having no-one who cares what happens to me and helps me thnk things through.,thing care help thing
299,1,26,4.0,No one to talk to. No one to share things with. No one to go places with. No one to share things with.,thing place thing
41886,2,21,9.0,No one to talk to. No one to do things with. No one who understand me. Abandonment. No fun or entertainment. No connection with people. Bleak future. ,thing abandonment entertainment bleak
18311,2,17,7.0,Having no one to talk to. Having no one to do things with. Not being anybody's first choice for anything. Being with lots of people but not part of the group.,thing lot
48407,2,19,,"Having no one to talk to, no one who thinks about you, or rather, that you think no one cares about you.",think care
45046,1,25,9.0,Having no one to talk to.No one understands my thoughts.,thought
16704,2,24,6.0,"having no one to talk to, nonbody knows what your going thorough ",know thorough
1144,1,17,9.0,having no one to talk to. Not being able to share experiences/thoughts,experience thought
1322,1,21,5.0,Having no-one to talk to. Not being able to share your worries or happiness. Having to go places on your own.,worry happiness place
17069,2,29,9.0,No one to talk to. People judging me. Not understanding me. ,judging
19548,2,19,6.0,No one to talk to or phone for a chat. ,
23738,2,28,3.0,having no-one to talk to at a random time,random
12226,2,29,7.0,Where you have no one to talk to about real things. Where there's no one who cares about your feelings,thing care feeling
992,2,29,6.0,"No one to talk to that really cares, understands.   Even casual aquaintances like work colleagues would help (currently unemployed). Loneliness means long stretches of greyness punctuated by the occasional bright spark when I do something with my few friends.  It's very similar to depression.",care casual aquaintances colleague currently unemployed mean stretch greatness punctured occasional bright spark friend
38171,2,24,6.0,"Having no one to talk to , to share with,   to consult with, to LAUGH with !",consult
1585,2,27,3.0,Having no one there to talk to and share any experiences with,experience
15895,2,22,6.0,No one to talk to or share ideas and activities with. ,idea activity
16064,1,19,4.0,"No one to talk to, to share ideas with. No one to create memories with, so no shared history. ",idea create memory history
43057,2,20,7.0,Having no-one to talk to or share ideas with. Having no-one to visit or phone. ,idea
15116,2,20,6.0,No one to talk to or share ideas with. Not getting out being alone at home. not feeling involved in family life.,idea involved
23603,2,29,6.0,noone to talk to share things with alone,thing
14484,2,28,6.0,Having no-one to talk to or socialise with  ,
33668,2,28,9.0,Having no one to talk to about something good or bad that is happening to me at the moment that I have a need to share,happening
26283,2,24,9.0,Having no one to talk to when something happens you want to share.,
32454,1,28,8.0,Having no one to talk to or spend time with when you feel that you need company,
28635,2,27,3.0,No one to talk to or spend time when I need companionship. ,
35428,1,29,7.0,Noone to talk to or do things.  Lack of support.,boone thing
35770,2,29,8.0,Having no one talk to about the things that matter deeply to you. Having no one to socialise with.,thing deeply
27564,2,28,7.0,"Having no one to talk things over with, be open with, and share things privately knowing they'll respect your privacy. I enjoy my own company, but when I have felt lonely it is when I have no one like-minded to turn to, who I can be myself with, who I can open up to, and relax in front of. At uni, I am surrounded by people constantly. But still it can be lonely when at times I have felt I have no one like-minded to turn to and chat and share experiences with.",thing thing privately respect privacy minded relax front un constantly time minded experience
42105,2,22,6.0,Having no one to talk about your thoughts with,thought
23467,2,21,4.0,Having no-one to talk to. Having thoughts rattle around in your head on a loop and not being able to escape them. Wanting to go to events but not going because you know you don't have a friend to go with. Feeling like you're invisible because you don't matter to other people.,thought rattle head loop escape event
35655,1,21,6.0,"No one to talk to, in a time of need.  Bascially, no one available to just be with you.",rascally
11633,2,22,8.0,No one to talk to or turn to for comfort and advice.,
1879,1,24,3.0,"Having no one to talk to, to turn to, to spend time with.",
21337,2,23,6.0,Having no one to talk to that understands how you feel.,
45797,2,16,9.0,No one to tell how you feel.no one to care for you.,
42087,1,27,6.0,Having no-one to do things with.,thing
44218,2,17,3.0,No one to do things with. no small talk .,thing
18693,2,26,3.0,No-one to do things with.  Talk things over with.  No help or encouragement.  No one to share things with.,thing thing encouragement thing
5426,2,24,9.0,That no one thinks about me. That I don't talk to anyone for a long time. No one checks I am ok. When I think of my dead friends and parents I feel very lonely. ,think check ok dead friend parent
38548,2,28,3.0,Having no one who is totally there for you. ,
46269,1,22,8.0,"Having no-one who is truly 'on your side'.  Who you enjoy spending time with and who is interested in you. And being able to reciprocate that, because being lonley means that you cannot be there for someone else either.    ",reciprocated mean
1023,2,22,9.0,Having no one to turn to.,
6976,4,25,9.0,I have no one to turn to for a chat or anything more than that.,
42305,2,28,7.0,No one to turn to. Being in a crowded room but feeling like the only one there.  Feeling like a burden on people.  Cannot get close to people.  Sadness.  Painful.  Like you're a world away from everyone.,crowded burden
10045,2,22,9.0,No one to turn to. Despair. Left out,despair
19236,2,25,5.0,having no one to turn to discuss problems and anxities but also just having no one to spend time with and have fun. That balance in a friendship is important - no one likes a moaner,discus problem anxiety balance like moaned
8359,2,19,3.0,"Having no one to turn to, feeling hopeless and depressed",hopeless
5380,1,25,6.0,Having no one to turn to. Being isolated. Feeling misunderstood. Thinking that people will have pre-formed ideas about you. Being shunned. Being abandoned by your family.,pre formed idea shunned
7647,2,24,4.0,No one to turn to. Isolation. ,
16861,2,17,5.0,it is having no one to turn to when you need help. ,
28961,2,26,7.0,"Having no one to turn to when you need help, company etc.",
26566,1,23,6.0,Having no one to turn to when in need. Having no one to just 'sit and say nothing' with.,sit
18330,2,29,6.0,"When you have no one to turn to when you need support, no one is looking out for you.",
27607,2,18,7.0,Having no one to turn to when I need to talk,
28181,1,23,8.0,Having no one to turn to when you need to talk but also having no one to share in the good times ,time
38532,2,24,3.0,Having no-one to turn to. No-one there when feeling low. No-one to share things/experiences with. ,thing experience
27802,2,25,6.0,"Having no-one to turn to. Having no one to share with, laugh with.",
5724,1,22,4.0,Having no one to turn to. No one to talk to. No one to go out and do stuff with. ,stuff
6233,2,29,4.0,no one to turn to with problems. no one to go out with. no one to laugh with. no one to share experiences with,problem experience
8304,1,27,7.0,Having no one to turn to. Or being surrounded by strangers. ,stranger
19312,1,18,8.0,No one to turn to or talk to when you need to.,
12855,1,29,6.0,Having no one to turn to when thing are going wrong in your life.,
21692,1,27,4.0,Having no-one to turn to when things go wrong in my life. Feeling isolated from the world.,thing
16681,1,24,6.0,"Having no one to turn to in times of difficulty, such as when you are going through a tough time or when you need someone to talk to.  Also, being on your own - being the only one not in a relationship so you end up feeling left out or that you can't bother others as they'll be busy with their families or partners.",time difficulty tough bother family partner
7231,2,18,8.0,no one to turn to in times of need,time
20151,1,24,8.0,Having no one to turn to in times of need. Not having someone to share thoughts and ideas with. Not having someone to be silly with.,time thought idea silly
32018,1,25,8.0,Having no-one to turn to in times of stress. Having no-one to call on when desperate for help.,time stress desperate
43027,2,19,8.0,No one understanding ,
11429,1,23,6.0,Having no one who understands you.,
41815,2,25,3.0,When no one understands you,
41891,1,29,8.0,When no one understands.,
40993,2,24,5.0,It's like having no one to understand you and accompany you,accompany
37790,2,29,6.0,"No one understands me, too bigh standards for most ppl",high standard pp
28600,2,26,6.0,when no one understands or cares about me,care
23254,2,28,6.0,No one understand you. No one care. Abandon. ,abandon
29161,1,29,9.0,No one understanding you. No one to do your favouriite thing with.,favourite
39970,1,20,7.0,No one who understands. No one to share experiences.  ,experience
25765,1,23,8.0,No one who understands. No one to talk things over with. Feeling I don't belong in the world. Feeling cut off from other people.,thing
7632,2,26,4.0,"No one understands, people lack intelligenct conversation, day to day chat is uninteresting, people lack depth,",intelligent uninteresting depth
19233,1,27,9.0,Having no one who understands me or with whom I csn share interests and experiences.,interest experience
20088,2,26,3.0,No one understanding something you want to share. ,
30386,2,26,3.0,"No one understands your thoughts, you don't know who to contact when needed.",thought
42424,1,29,7.0,"Having no one who understands what you're going through, no one who wants to spend time with you",want
20590,2,26,4.0,"When there is no one who wants to meet up / able to meet with you, when you reach out and wait hours for a reply. When you feel your only option is to sit and watch rubbish on tv",want wait hour reply sit watch rubbish
7378,2,29,9.0,having no one on the same wavelength to communicate with,wavelength
12581,2,28,8.0,Having no one in the worst times of your life ,worst time
43172,1,19,6.0,Being no one's priority.  Missing a physical presence in house.  Having no one to care for eg. Cooking for.,priority presence eg
3448,2,29,9.0,Having no opportunity to start a conversation. Not seeing people. Not engaging with a variety of people. It being a big effort to contact people rather than them contacting you.,start engaging variety big contracting
25281,1,21,9.0,having no others options to think about.,
40849,2,29,3.0,Having no outlet or connection to the world.,outlet
28193,2,28,8.0,No people around you. No one understanding what you mean. No one on the same wave length. No shared laughs. No one saying your name. No one touching you. No noise of people around you. No interruption of your inner monologue. No sharing. ,wave length laugh saying name touching noise interruption inner monologue
43276,2,25,5.0,Having no plans every weekend. Having no one to open up to. Spending a lot of time alone. ,plan
1201,2,26,5.0,Having no plans to meet friends to talk about our lives for a significant period of time.,plan friend life significant
7475,2,28,9.0,"I have no problem with occasional isolation, even enjoy it. (Single handed sailor - me). But loneliness is unspeakable. It happens of course with loss, but the real awfulness is that it happens in the 'company' of other people - in shopping centres to a background of lift-music, watching a game show's one-way intimacy, in the rare but sad gaps of empathy between me and my wife, when I realise our differences are, for a moment, greater than our accord (thank heavens for the mediating role of love). ",occasional handed sailor unshakable course lawfulness shopping centre background lift music game show rare gap wife realise difference greater accord thank heaven meditating role
23677,1,17,3.0,"I have no problems being on my own, more likely to feel lonely around other people with whom I have little connection. ""Loneliness is a crowded room"" as Bryan Ferry sings in Dance Away.",problem likely crowded bryan merry sings dance
29025,2,17,8.0,No real friends ,friend
24739,2,22,5.0,"Having no real friends, someone to laugh, cry, be silent with, without judgement. Being there.",friend cry silent judgement
21751,1,18,6.0,No reason to get up.No incentive to tackle housework.No one to share experiences.No one popping in.Disinclined to answer door.Talking too much when in company.,incentive tackle homework experience popping disinclined answer door
1693,1,25,8.0,"No regular contact, no support.",regular
8183,2,25,7.0,Is when there is no relief from a sense of inner/spiritual aloneness. ,relief inner spiritual
45590,1,23,4.0,No romantic and family relationships. No people. In your heart. When you think are helpless. Nobody understands you. When you have problems and you face them alone. ,romantic relationship heart helpless problem
7466,1,24,3.0,Having no sense of closeness or connectedness to other people. Feeling that no one is genuinely interested in your life and your wellbeing. ,connectedness genuinely welling
4912,1,20,7.0,"Having no social circle, Not speaking to someone for more than two days. Having no set objectives in life",day set objective
27597,1,27,8.0,Having no social contacts.,
21108,1,27,8.0,having no social contact . no one to talk or listen to. no one to share things with,thing
23082,2,16,5.0,No social interaction. ,
995,1,21,8.0,No social life. Very little social interaction. ,
7030,2,24,7.0,No support,
28329,2,20,8.0,"Having no support from friends, being unable to make contact with people who care about you, having lost friendships. lack of social interaction",friend friendship
25967,1,28,5.0,Having no support. Having no interaction with anyone.,
23317,2,23,6.0,Having no support or someone to talk to and share opinions and ideas with. Feeling isolated feeling unloved.,opinion idea
37042,1,28,7.0,having no true freinds to turn to in good or  bad times.,friend time
41599,2,24,6.0,Having no where to turn. No one to talk to,
14208,1,20,9.0,"Having no voice, no part, no mirror no checks no balances. Isolation, lack of connectedness, noone to share the everyday ups and downs,  having noone to release what's going on in your head , noone to give you a hug or have a laugh with.",voice mirror check balance connectedness release head hug
24066,1,23,8.0,"I have no words to explain it. It's partly like a living in a different dimension than everybody around you - even if you're trying to interact with others, use the same language and look at the same reality, you coudnt find a common things to connect with others people. You constantly feel like an outsider, different than everybody around you. You live the same day, day by day, coming to work, trying to smile and talk with completely to you stranger persons, pretendind like evyrything is ok, and than coming back to empty flat and trying to understand, what is the meaning of all of that.",explain partly dimension everybody use language reality count thing constantly outsider everybody smile stranger person pretending ok flat meaning
31061,1,27,8.0,"nobody asks you how you are, or listens",asks listens
33841,2,27,6.0,"Nobody to bounce ideas off, and stimulate me to action. ",bounce idea stimulate action
2401,2,16,9.0,As if nobody cares. Nobody can help you. Nobody understands. Feeling like i can't be with people.,care
3862,2,23,6.0,Nobody to communicate with. Nobody to share my life. Isolation.,
44744,1,25,6.0,nobody to confide in. feeling that no one cares enough to get in touch ,care
28105,1,27,7.0,Having nobody to confide in. No noise. Can't bounce ideas. No spontaneous lunches,noise bounce idea spontaneous lunch
5229,2,25,7.0,"Nobody to connect with. Friends not making time to find out how you are doing, friends not caring.",friend friend daring
12188,1,28,9.0,Having nobody I could share a concern with or expect a hug from.,concern expect hug
44745,2,27,6.0,Having nobody in crowded place,crowded
34231,1,18,9.0,nobody to discuss your true thoughts and feelings with,discus thought feeling
25089,3,18,7.0,Having nobody to encourage and support you.,encourage
12247,2,28,4.0,Having nobody to exchange thoughts on a mutual intellectual level,exchange thought mutual intellectual
42178,2,29,6.0,Having nobody to hang out with or talk to,
4077,2,28,4.0,"Having nobody to hang out with, or travel with.",travel
25861,2,28,3.0,Nobody to hear me out,
48419,2,25,,Having nobody to interact with.,
6143,2,28,3.0,Nobody to interact with when you want to,
44659,2,26,6.0,When nobody knows that you are not feeling well (and you have to cope with your feelings on your own). When nobody seems to understand what you are going through or does not want to. Being on your own in the evenings.,know cope feeling evening
44458,2,19,8.0,Having nobody to do nothing with,
9516,2,22,6.0,Having nobody to be with quietly. Not having someone to discuss small things with. Feeling every responsibility is yours alone. Feeling that you don't matter. ,quietly discus thing responsibility
27097,2,19,8.0,"Nobody really knows me. I feel invisible and encounters, which I initiate, and where I try to appear cheerful, are superficial. ",know encounter initiate appear cheerful superficial
22056,2,22,5.0,Nobody there when you really wish and could need that someone was there. Sadness. Longing. Mental pain. Emptyness. Spacing out.,pacing
44904,2,27,3.0,Having nobody to relate to or confide in.,
16467,1,28,7.0,To have nobody to relate to. To have no relationship.,
20039,1,26,9.0,Having nobody to share with.t,
24698,2,16,5.0,"When there is nobody i can share my emotions with- especially if something important or exceptionally wonderful happens in my life; not necessarily sad moments, rather those beautiful ones- then i enjoy them better and deeper. If there isn't somebody who could share my enthusiasm or at least willingly and happily listen to me bragging it- i feel lonely.",emotion exceptionally wonderful moment beautiful one deeper enthusiasm willingly happily bragging
8193,1,24,7.0,Nobody to share experiences and emotions with.  Having no one to turn to in a crisis.,experience emotion crisis
46541,1,27,7.0,Nobody to share experiences with.  Nobody to converse with.  Lack of company.,experience converse
33236,2,21,5.0,Having nobody to share the good and the bad with.,
46916,1,25,3.0,Nobody to share in life. no loved ones around.  emptiness.  disconnect,one discontent
22130,1,21,6.0,Having nobody to share problems or dilemmas with,problem dilemma
28653,2,17,7.0,Having nobody with whom to share something (be it good or bad).,
46948,4,29,9.0,Having nobody to share my thoughts with.,thought
42244,2,18,6.0,Being on your own with nobody to talk to.,
2407,1,24,9.0,Nobody to talk too.,
43973,1,24,6.0,Having nobody to talk to,
11189,2,27,7.0,Having nobody to talk to,
39734,1,19,9.0,Having nobody to talk to. Acting all the time. Little to look forward to. Feeling of isolation. ,acting forward
28991,2,24,7.0,"To have nobody to be with, to talk to, to do activities with. Nobody understands what I'm going through or feeling or thinking.",activity
18370,2,17,6.0,Nobody to talk to or confide in,
42243,2,16,6.0,Nobody to talk too. Eating on my own. ,
21524,2,25,6.0,Having nobody to talk too about everyday things i.e. work home families.  Isolation from family. Work collegues intimidating you.,thing family college intimidating
38672,2,28,6.0,Having nobody to talk to about your feelings and problems. Feeling left out. ,feeling problem
47453,1,26,,Having nobody to talk to or to go out with ,
37227,2,29,6.0,"Nobody to talk to in the house - watching tv and unable to discuss a programme as it progresses - having meals on my own - going to a restaurant on my own - nobody to say ""goodnight to when I go to bed - nobody there to wake up to and have a cup of tea with",discus programme progress meal restaurant goodnight bed wake cup tea
46786,2,20,6.0,having nobody to talk to.isolation.social exclusion.,exclusion
35911,2,26,9.0,Having nobody to talk to meaningfully. Having nobody who sees me as a person. Having nobody to socialise with outside my home. Not exchanging words with another person for long periods of time. Not being touched. ,see exchanging period touched
25338,2,24,6.0,Having nobody to talk to at night and weekends.Not being able to share happy or sad times.  ,time
14617,1,29,7.0,Nobody to talk to. Nobody to bounce ideas off. Eating alone. An empty home. ,bounce idea
7607,1,27,9.0,Having nobody to talk too. Nobody to care what happens to you.,
23238,1,25,7.0,Having nobody to talk to. Nobody to share lifes ups and downs. Having someone to contact to share good news. Companionship. Caring for someone and someone to care for me.  ,news daring
8405,2,27,8.0,"nobody to talk to, nobody to socialise with, feeling isolated, feeling like I'm missing out, feeling jealous of what everyone else is up to.",jealous
40843,2,24,9.0,HAVIng nobody to talk to about personal issues. Having nobody to do things with. ,issue thing
21226,2,21,8.0,Having nobody to talk with or share experiences with or provide company,experience provide
23921,2,28,9.0,Having nobody to talk to when things go well.  Having nobody to talk to when things go bad.  Having nobody to go out with.  Having nobody to chat with.  Having nobody to take your mind off your troubles.  Having nobody who really cares about you.  Having nobody to care about.  Having nobody I can trust.,thing thing trouble care
35957,1,26,3.0,"Having nobody to talk to about the things that are of interest to me. Nobody to go out with. Nobody to share things with. Nobody on my level/who sees things the way I do. Most of my loneliness is the final one, but that doesn't mean I only seek friends who are 'like me', it just means that few want to be my friend because I am 'different'. It means I am almost always alone other than with family members.",thing thing see thing final seek friend mean mean member
19722,2,20,6.0,Nobody to talk things through with. Nobody to check you are alright. Too much time to think and worry. ,thing check alright
33206,2,23,4.0,Nobody to talk or turn to. Nobody to go out with.,
16422,2,22,9.0,"having nobody to talk to, when you want to",
20783,2,19,5.0,Nobody to talk to when you want to. A feeling of isolation.Being stuck at home because you have nobody to do anything with.,stuck
46030,2,25,8.0,Nobody to turn to. Bottle up problems. Can have friends but they maybe don't seem to care. ,bottle problem friend
21251,2,24,6.0,"having nobody to turn to, confide in, laugh with",
23941,2,22,6.0,Having nobody to turn to. Lack of support. Unwanted. Lack of self esteem. Sad. Left out not wanted.  ,esteem
44290,2,26,5.0,"when nobody understands you, when you can't trust, when nobody needs you. ",need
29051,1,29,8.0,"It's when there is nobody who understands me or at least tries to. When I don't have any support when I need it. When there is nobody who knows what I mean. When there is nobody who has the time for me, even when I need them. When there is nobody I can speak with when I need to vent. When there is nobody to share my joy. It's not about being alone but about not having someone to be with or talk to when I'm ready, happy and willing to spend time/talk with them. Knowing that there is at least one person there for me single handedly helps me not feel lonely. Even if it is just someone over the Internet and not even living in the same continent. Not having anyone to talk to when having suicidal thoughts is a pretty good indicator that loneliness is knocking at the door. Finally, there is no worse kind of loneliness than being with someone who makes one feel lonely.",try know vent ready willing handed help internet continent suicidal thought pretty indicator knocking door finally make
3909,1,25,8.0,Nobody visits. Nobody phones. No post. No emails. The realisation that you could disappear and nobody would notice.,visit post email realization disappear
24064,2,27,7.0,"Non acceptance. Rejection, living in my own head with the sense that what I might have to offer is not valued or wanted by anyone. ",acceptance rejection head offer
31274,2,18,8.0,"having nonoe to come home to, having no one to talk to ,do thingswith go places",thingswith place
44462,1,25,5.0,Having none to share your thoughts with,thought
15964,2,19,9.0,Normality. Just the way life is. Acknowledging that I do not belong.,formality must acknowledging
18471,2,21,3.0,I normally do not feel lonely when alone if I am busy and occupied. However I do miss the physical presence of people when I am relaxing. I have been married since 1982 to the same lady. My job took me away from home 50 to 70% of the time. Every day I would call home when away and talk. We have one son of 25 who still lives at home on central London. There is never a sense of loneliness in these conditions. We have a cat which also makes a difference when alone at home.,normally occupied presence relaxing lady job took son life central london condition cat make
38223,1,24,9.0,Not being able to achieve set goals and targets/achievements can lead to loneliness.,achieve set goal target achievement
20658,2,24,6.0,Not being able to call people when you are sick. Not having someone to talk to. Feeling like you would be a burden to people if you reached out.,sick burden reached
37922,2,29,6.0,Not being able to communicate. By myself for a long time. Thoughts of getting older on my own. Losing family members.,thought older member
44289,2,25,6.0,"Not being able to communicate or reach out to anyone. A sense of isolation. It's not something you choose but something that happens to you. When you're lonely you want to be around other people, connect with other people but either can't or are not doing so.",choose
26427,2,18,8.0,not being able to connect to another when I wish for or need connection,
42299,2,22,6.0,Not being able to connect with anyone. Wanting to be around people but no one seems to want to. ,
1486,1,25,6.0,Not being able to connect. Not being yourself. Not sharing. Unhappy. Unsupported. Distant.,distant
12647,2,21,6.0,Not being able to connect with others. Feeling isolated. ,
2079,1,28,7.0,Not being able to connect with people,
44222,1,29,5.0,Not being able to connect with people on a deep level.,
40814,2,28,6.0,Not able to connect with similar likes and dislikes.,like dislike
35401,1,19,9.0,Not being able to contact any friends when I need company. There was a time when all my close friends were abroad and I had no support with my Alzheimery mother - I felt very lonely then. I felt especially lonely when I went through Cancer treatment- I needed a partner to help me get through that but didn't have one - that was probably my most lonely time!  ,friend friend abroad alzheimery mother went cancer treatment probably
15929,2,23,6.0,Not being able to discuss troubling thoughts with anyone. Being alone when I'd like to share a unique experience. Being alone when remembering past or present friends.,discus troubling thought unique remembering present friend
36459,1,19,3.0,"Not being able to engage with other people on a personal level. Believing that people do not understand you. Believing that people do not have care for you, your dreams, your sorrows, your mundane times.  A feeling of not being loved by anyone and not having anyone to love. Being unable to express, achieve your dreams, goals. Not having any dreams, goals. Not having anything to look forward to on a regular basis. Feeling that your existence is purposeless. Basically: 1. lack of love.2. lack of purpose",engage believing believing dream sorrow mundane time achieve dream goal dream goal forward regular basis existence purposeless basically
43899,2,26,9.0,Not being able to express yourself to anyone. Putting up a facade and having no one who can see through it.,putting facade
19797,2,27,6.0,Not being able to express myself. Not being understood. Feeling alienated from people. Being frightened.,alienated frightened
23214,2,26,8.0,"Not being able to feel like I can contact my friends who live in different cities to me. Not making natural human interaction after work. watching your peers carry out a life more interesting, sucessful and fruitful than my own. ",friend city natural peer carry successful fruitful
27684,2,23,9.0,"Not being able to find people who connect with me, particularly in a sustainable, long-lasting way. When friendship is one way and not reciprocated witht the same energy back towards me. Feeling the need to change who I am to feel more wanted as a friend",particularly sustainable lasting reciprocated energy towards
45466,1,20,8.0,Not able to get out much due to health reasons which frustrates me,reason frustrate
721,1,17,7.0,Not being able to get in touch with anyone to talk. Having no one to socialise with. ,
8218,1,28,6.0,"Not being able to have an intimate relationship with someone. ""intimate"" does not mean sexual. I want to be able not to have to explain myself. I want the person to love me and to give me almost unconditional acceptance. I say ""almost"" as I want the person to challenge me when s/he doesn't agree with me. I want the person to ""love"" me and to love him/her. I want a certain amount of physical contact. Not having those things makes me lonely.",sexual explain unconditional acceptance challenge agree amount thing make
18688,1,24,9.0,Not being able to invite anyone to my home because I'm married to a hoarder.,invite harder
16019,2,22,4.0,Not being able to make plans together.  Nobody to share experiences with.  Nobody to talk over problems or hopes with.  Having nobody to enjoy a meal / television programme / film / journey / holiday / shopping trip with.,plan experience problem hope television programme film journey shopping trip
46130,2,26,6.0,O not be able to open up. To not be able to talk to people as you.,
36968,1,19,6.0,"Not being able to open up , relax or fully be yourself with the people around me. Knowing theres no one sharing in my day to day reality. Listening but never talking. Missing people whilst knowing I'm still pushing everyone away. Wanting more people in my life whilst also wanting more time to myself.",relax fully reality listening whilst pushing whilst
12083,2,26,7.0,"not being able to participate in things, not understanding what is going on in the world. Not being understood when trying to explain something.  Not understanding new technology so feeling left out in how people communicate.",participate thing explain technology
5750,2,27,7.0,Not being able to reach out to others. feeling isolated and disconnected. like having a weight attached to your heart,weight attached heart
38216,3,16,5.0,Not being able to relate to people around me. ,
15103,2,20,8.0,Not being able to see or call someone when I want or need to,
48641,1,25,,Not being able to see or meet with friends and family regularly due to distance or other obstacle. ,friend regularly obstacle
2719,1,25,7.0,Not being able to share,
4793,2,28,4.0,not being able to share anything with anyone,
14748,1,16,6.0,Not being able to share experiences either personal or on a more general level  with someone else.,experience
24926,2,18,6.0,not being able to share experiences and feelings with others.,experience feeling
40145,2,24,9.0,"Not being able to share experiences, having to go out by myself, not being able to share joy and worries",experience worry
18089,2,23,5.0,Not able to share experience. No discussion. Less fun. ,discussion le
12243,1,27,4.0,Not being able to share my experience of the world with another person; not being able to share another person's experience of the world. Not having the right to assist and be assisted by  another person. ,right assist assisted
3124,2,29,8.0,Not being able to share feelings. Not being able to talk to an intellectual equal/superior. ,feeling intellectual equal superior
24812,2,17,3.0,"not being able to share good and bad times, even if you seem to know people",time
4304,1,24,8.0,not being able to share the good times as well as the not so good,time
11530,2,24,5.0,"Not being able to share when I have an idea, an interest or if something good or bad happens",
34496,2,24,8.0,not being able to share little moments that mean something to me.  feeling quiet in room full of noise.  feeling invisible at a family gathering.,moment noise gathering
49031,2,26,,Not being able to share ones life with someone,one
13321,2,27,9.0,Not being able to share problems.,problem
19668,2,27,6.0,Not being able to share responsibilities and decisions. Frightened by lack of contact with people - family live 30 miles away. Step children nearer but  do not want to be involved.,responsibility decision frightened mile step child nearer involved
40192,1,20,9.0,Not being able to share things,thing
18930,2,20,5.0,Not being able to share the things that are bothering you. Feeling that there is no one who is really interested in who you really are or cares that much. Feeling that you are not really loved. Isolation.,thing bothering care
23538,2,29,3.0,"Not being able to share things, especially commonplace things, at the end of the day, particularly on a Friday or over the weekend.  Not having someone to laugh with.  Knowing that, if you want a morning cup of tea, you've got to make it yourself.  Having to make your own decisions when you don't feel well.  Often simply imagining the worst!",thing commonplace thing particularly friday morning cup tea decision simply imagining worst
1333,1,27,5.0,"Not being able to share things with someone. An emptiness that won't go away. Brought up as an only child  probably really limited this because although happily married and wonderful children, grandchildren and friends I am resourceful and able to Ben on my own even when this has not been a choice. I suppose I'm not frightened of being on my own as I have grown up with this idea and it's probably built resilience.",thing brought probably limited happily wonderful child grandchild friend resourceful men suppose frightened grown probably built residence
48770,1,28,,Not being able to ahare your thoughts with anyone. Not having someone (outside of your family) to speak to. Feeling isolated by others. Not being understood. ,thought
4296,2,20,7.0,Not being able to share thoughts and banter. Not having access to another opinion,thought banter access
18282,2,26,6.0,"Not being able to share thoughts and feelings in a genuine way with anyone.  It can be worse, much worse, in a crowd of people who I find it hard to communicate with: in that case I would rather be alone. I am not usually lonely when I am by myself, I have lived alone for five years and enjoy it now. ",thought feeling genuine case five year
39603,2,22,7.0,Not being able to share thoughts and ideas. No impetus to visit places without a companion.,thought idea impetus place companion
9224,2,29,9.0,Not being able to share my thoughts. Having to rely on myself all the time. Sadness at times,thought time
2288,1,28,6.0,Not being able to share thoughts with someone. Not having someone to do things with you both enjoy.,thought thing
19315,4,19,8.0,Not being able to share my worries with someone. Feeling like I don't belong. Feeling restless because there's no one to comfort me in times of doubt. ,worry restless time doubt
35291,1,20,7.0,"Not being able to show aspects of my true self, e.g. my sense of hospitality; not having a few people on my emotional and cultural wavelengths; on a practical level, having no one to ask to help to collect or carry goods, etc. My dearest friend lives at the other side of the country. My other five or so close friends live in London, about three hours from me. It has been difficult to make new, close friends in my old home town which is a very problematic location for me in itself. ",show aspect g hospitality cultural wavelength practical collect carry good dearest life country five friend london three hour friend town problematical location
40597,2,19,6.0,"Not being able to show my sore throat to someone, because I live alone. Being ill alone at home. ",show sore throat
